3/3/2018,605,12,10.7,16,1.7,1657,-14.1,2.56,0,0,Spring,No Holiday,Yes
3/3/2018,771,13,12.2,14,1.6,1896,-14.5,2.75,0,0,Spring,No Holiday,Yes
3/3/2018,1025,14,14.4,14,1.4,1833,-12.8,2.66,0,0,Spring,No Holiday,Yes
3/3/2018,1238,15,16,14,2.2,1828,-11.5,2.33,0,0,Spring,No Holiday,Yes
3/3/2018,1285,16,15.8,15,2.6,1867,-10.8,1.7,0,0,Spring,No Holiday,Yes
3/3/2018,1197,17,15,22,2.5,1946,-6.5,0.96,0,0,Spring,No Holiday,Yes
3/3/2018,920,18,13.9,26,1.9,1995,-5.3,0.41,0,0,Spring,No Holiday,Yes
3/3/2018,630,19,12.7,32,2.3,2000,-3.6,0.01,0,0,Spring,No Holiday,Yes
3/3/2018,631,20,11.1,51,3.7,1957,1.3,0,0,0,Spring,No Holiday,Yes
3/3/2018,588,21,10.3,52,2.2,1843,0.8,0,0,0,Spring,No Holiday,Yes
3/3/2018,516,22,10.2,49,1.7,1972,0,0,0,0,Spring,No Holiday,Yes
3/3/2018,215,23,9.4,74,1.6,559,4.9,0,0,0,Spring,No Holiday,Yes
4/3/2018,161,0,8.5,87,0.9,303,6.4,0,0,0,Spring,No Holiday,Yes
4/3/2018,118,1,8.3,91,0.1,282,6.9,0,0,0,Spring,No Holiday,Yes
4/3/2018,95,2,8.3,95,0.3,243,7.5,0,0,0,Spring,No Holiday,Yes
4/3/2018,90,3,8.5,96,0.4,238,7.8,0,0.1,0,Spring,No Holiday,Yes
4/3/2018,34,4,8.8,95,0.2,218,8,0,0,0,Spring,No Holiday,Yes
4/3/2018,15,5,8.8,96,1.2,196,8.1,0,0,0,Spring,No Holiday,Yes
4/3/2018,20,6,8.6,96,0.7,224,7.9,0,0.2,0,Spring,No Holiday,Yes
4/3/2018,23,7,8.4,97,2.6,122,7.9,0,0,0,Spring,No Holiday,Yes
4/3/2018,70,8,8.3,97,0.6,152,7.8,0.01,0,0,Spring,No Holiday,Yes
4/3/2018,157,9,8.8,97,1.3,196,8.3,0.2,0.2,0,Spring,No Holiday,Yes
4/3/2018,239,10,9.8,90,0.8,335,8.2,0.64,0,0,Spring,No Holiday,Yes
4/3/2018,273,11,10.1,88,0.7,453,8.1,0.34,0,0,Spring,No Holiday,Yes
4/3/2018,358,12,10.7,85,0.9,393,8.2,0.52,0,0,Spring,No Holiday,Yes
4/3/2018,429,13,10.8,84,1.2,400,8.1,0.44,0,0,Spring,No Holiday,Yes
4/3/2018,475,14,11.2,83,1.1,518,8.4,0.45,0,0,Spring,No Holiday,Yes
4/3/2018,468,15,11.7,81,1.2,616,8.5,0.53,0,0,Spring,No Holiday,Yes
4/3/2018,396,16,11.7,82,1.1,753,8.7,0.32,0,0,Spring,No Holiday,Yes
4/3/2018,492,17,11.8,82,1.7,990,8.8,0.4,0,0,Spring,No Holiday,Yes
4/3/2018,436,18,11.5,81,1.5,1475,8.3,0.07,0,0,Spring,No Holiday,Yes
4/3/2018,289,19,11.2,81,2.3,1614,8,0,0,0,Spring,No Holiday,Yes
4/3/2018,26,20,11.3,80,1.2,1978,7.9,0,0,0,Spring,No Holiday,Yes
4/3/2018,7,21,10.6,89,2.1,606,8.8,0,2,0,Spring,No Holiday,Yes
4/3/2018,8,22,9.6,92,2.5,721,8.3,0,0,0,Spring,No Holiday,Yes
4/3/2018,9,23,8.7,91,2.9,957,7.3,0,0,0,Spring,No Holiday,Yes
5/3/2018,22,0,7.6,88,2.5,1974,5.7,0,9,0,Spring,No Holiday,Yes
5/3/2018,23,1,7,88,2.5,2000,5.1,0,0,0,Spring,No Holiday,Yes
5/3/2018,9,2,6.3,89,2.2,1456,4.6,0,0,0,Spring,No Holiday,Yes
5/3/2018,2,3,5.7,92,2,458,4.4,0,1.5,0,Spring,No Holiday,Yes
5/3/2018,4,4,5.1,90,2.6,1005,3.5,0,0,0,Spring,No Holiday,Yes
5/3/2018,22,5,4.7,89,2.3,1242,3,0,0,0,Spring,No Holiday,Yes
5/3/2018,20,6,4.2,87,2,1979,2.2,0,2,0,Spring,No Holiday,Yes
5/3/2018,85,7,3.8,87,2.2,2000,1.8,0,0,0,Spring,No Holiday,Yes
5/3/2018,184,8,3.6,88,2.3,2000,1.7,0.03,0,0,Spring,No Holiday,Yes
5/3/2018,211,9,3.7,85,1.8,2000,1.4,0.17,0,0,Spring,No Holiday,Yes
5/3/2018,232,10,4.4,80,1.8,2000,1.2,0.56,0,0,Spring,No Holiday,Yes
5/3/2018,322,11,6.1,66,1.9,2000,0.2,1.42,0,0,Spring,No Holiday,Yes
5/3/2018,438,12,7.6,58,2.4,2000,-0.1,1.85,0,0,Spring,No Holiday,Yes
5/3/2018,465,13,8.3,51,2,2000,-1.2,1.42,0,0,Spring,No Holiday,Yes
5/3/2018,550,14,10,44,1.9,2000,-1.7,2.46,0,0,Spring,No Holiday,Yes
5/3/2018,637,15,10.3,43,2.5,2000,-1.7,2.45,0,0,Spring,No Holiday,Yes
5/3/2018,718,16,11,39,1.2,2000,-2.4,1.96,0,0,Spring,No Holiday,Yes
5/3/2018,865,17,10,43,1.4,2000,-2,1.12,0,0,Spring,No Holiday,Yes
5/3/2018,1155,18,8.1,47,1.7,2000,-2.5,0.34,0,0,Spring,No Holiday,Yes
5/3/2018,782,19,5.8,53,1.7,2000,-3,0.02,0,0,Spring,No Holiday,Yes
5/3/2018,578,20,4.3,57,1.3,2000,-3.4,0,0,0,Spring,No Holiday,Yes
5/3/2018,533,21,3.1,59,1.5,2000,-4.1,0,0,0,Spring,No Holiday,Yes
5/3/2018,466,22,2.3,63,1,2000,-4,0,0,0,Spring,No Holiday,Yes
5/3/2018,274,23,1.9,60,1.3,2000,-5,0,0,0,Spring,No Holiday,Yes
6/3/2018,224,0,1.3,69,0.8,2000,-3.7,0,0,0,Spring,No Holiday,Yes
6/3/2018,188,1,0.8,67,0.8,2000,-4.6,0,0,0,Spring,No Holiday,Yes
6/3/2018,122,2,0.3,71,0.9,1999,-4.3,0,0,0,Spring,No Holiday,Yes
6/3/2018,82,3,0.1,71,0.4,2000,-4.5,0,0,0,Spring,No Holiday,Yes
6/3/2018,79,4,-0.5,75,0.6,1967,-4.3,0,0,0,Spring,No Holiday,Yes
6/3/2018,80,5,-0.9,78,0.6,1687,-4.2,0,0,0,Spring,No Holiday,Yes
6/3/2018,214,6,-1,77,0.4,1578,-4.5,0,0,0,Spring,No Holiday,Yes
6/3/2018,583,7,-1,78,0.6,1484,-4.3,0,0,0,Spring,No Holiday,Yes
6/3/2018,997,8,-0.7,76,1,1461,-4.4,0.2,0,0,Spring,No Holiday,Yes
6/3/2018,556,9,1.2,62,0.8,1338,-5.2,0.85,0,0,Spring,No Holiday,Yes
6/3/2018,380,10,3.7,51,1.3,1596,-5.5,1.56,0,0,Spring,No Holiday,Yes
6/3/2018,475,11,6.3,41,1.3,1519,-6,2.12,0,0,Spring,No Holiday,Yes
6/3/2018,504,12,8.5,34,1.9,1876,-6.4,2.55,0,0,Spring,No Holiday,Yes
6/3/2018,528,13,9.3,27,2.2,1816,-8.7,2.65,0,0,Spring,No Holiday,Yes
6/3/2018,567,14,9.2,27,2.9,1880,-8.8,2.32,0,0,Spring,No Holiday,Yes
6/3/2018,616,15,10.1,24,1.8,1839,-9.6,2.12,0,0,Spring,No Holiday,Yes
6/3/2018,680,16,10.6,26,1.9,1955,-8.1,1.75,0,0,Spring,No Holiday,Yes
6/3/2018,883,17,10.2,27,2.8,1826,-8,1.22,0,0,Spring,No Holiday,Yes
6/3/2018,1246,18,8.7,28,3.2,2000,-8.8,0.49,0,0,Spring,No Holiday,Yes
6/3/2018,833,19,7.1,30,2.7,2000,-9.3,0.02,0,0,Spring,No Holiday,Yes
6/3/2018,666,20,6.1,31,2.8,2000,-9.8,0,0,0,Spring,No Holiday,Yes
6/3/2018,625,21,5.5,33,3.2,1995,-9.5,0,0,0,Spring,No Holiday,Yes
6/3/2018,514,22,4.5,40,1.3,1871,-7.9,0,0,0,Spring,No Holiday,Yes
6/3/2018,361,23,3.5,44,0.9,1905,-7.6,0,0,0,Spring,No Holiday,Yes
7/3/2018,289,0,2.8,45,1.7,1493,-7.9,0,0,0,Spring,No Holiday,Yes
7/3/2018,194,1,2.8,46,2,1709,-7.6,0,0,0,Spring,No Holiday,Yes
7/3/2018,134,2,2.6,50,1.3,1962,-6.8,0,0,0,Spring,No Holiday,Yes
7/3/2018,92,3,2.7,55,1.5,1989,-5.4,0,0,0,Spring,No Holiday,Yes
7/3/2018,49,4,2.6,61,1.7,1998,-4.1,0,0,0,Spring,No Holiday,Yes
7/3/2018,97,5,2.5,63,1.3,1987,-3.8,0,0,0,Spring,No Holiday,Yes
7/3/2018,232,6,2.4,65,1.8,1989,-3.5,0,0,0,Spring,No Holiday,Yes
7/3/2018,598,7,2.2,65,1.9,2000,-3.7,0,0,0,Spring,No Holiday,Yes
7/3/2018,1032,8,2.6,63,1.6,1857,-3.7,0.14,0,0,Spring,No Holiday,Yes
7/3/2018,566,9,3.8,58,2,1785,-3.7,0.49,0,0,Spring,No Holiday,Yes
7/3/2018,410,10,5.2,52,1.5,1808,-3.8,0.74,0,0,Spring,No Holiday,Yes
7/3/2018,441,11,8,43,1.7,1909,-3.8,1.74,0,0,Spring,No Holiday,Yes
7/3/2018,550,12,9.6,39,1.8,1982,-3.7,2.09,0,0,Spring,No Holiday,Yes
7/3/2018,509,13,9.9,39,1.9,1911,-3.4,1.61,0,0,Spring,No Holiday,Yes
7/3/2018,505,14,9.8,38,0.9,1908,-3.8,0.93,0,0,Spring,No Holiday,Yes
7/3/2018,620,15,10.2,34,2.3,1919,-4.9,1.19,0,0,Spring,No Holiday,Yes
7/3/2018,646,16,10.4,36,3.2,1963,-4,1.02,0,0,Spring,No Holiday,Yes
7/3/2018,849,17,10.4,37,1,2000,-3.6,0.67,0,0,Spring,No Holiday,Yes
7/3/2018,1365,18,9.6,42,2,2000,-2.7,0.14,0,0,Spring,No Holiday,Yes
7/3/2018,799,19,8.9,44,2.3,2000,-2.7,0,0,0,Spring,No Holiday,Yes
7/3/2018,587,20,8.5,46,1,1977,-2.4,0,0,0,Spring,No Holiday,Yes
7/3/2018,411,21,7.9,56,1.4,1975,-0.3,0,0,0,Spring,No Holiday,Yes
7/3/2018,147,22,7.2,60,1.4,1928,0,0,0,0,Spring,No Holiday,Yes
7/3/2018,48,23,6,79,2,918,2.6,0,0,0,Spring,No Holiday,Yes
8/3/2018,49,0,5.2,83,1.5,733,2.5,0,0.5,0,Spring,No Holiday,Yes
8/3/2018,23,1,4.7,86,0.7,717,2.5,0,0,0,Spring,No Holiday,Yes
8/3/2018,19,2,4.2,88,0.9,553,2.3,0,0,0,Spring,No Holiday,Yes
8/3/2018,12,3,3.8,90,0.8,448,2.3,0,2,0,Spring,No Holiday,Yes
8/3/2018,8,4,3.3,90,1.3,682,1.8,0,0,0,Spring,No Holiday,Yes
8/3/2018,17,5,3.1,90,1.2,974,1.6,0,0,0,Spring,No Holiday,Yes
8/3/2018,32,6,3.1,89,0.2,903,1.4,0,1.5,0,Spring,No Holiday,Yes
8/3/2018,64,7,3,90,0.7,578,1.5,0,0,0,Spring,No Holiday,Yes
8/3/2018,88,8,3,94,0.3,444,2.1,0.01,0,0,Spring,No Holiday,Yes
8/3/2018,100,9,3.4,90,1.5,386,1.9,0.21,0.5,0,Spring,No Holiday,Yes
8/3/2018,165,10,3.6,88,2.6,681,1.7,0.44,0,0,Spring,No Holiday,Yes
8/3/2018,290,11,4.5,82,2,1226,1.6,0.73,0,0,Spring,No Holiday,Yes
8/3/2018,375,12,5.6,72,3,1700,0.9,0.89,0,0,Spring,No Holiday,Yes
8/3/2018,405,13,6.7,65,3.2,1651,0.5,1.76,0,0,Spring,No Holiday,Yes
8/3/2018,452,14,7.7,62,2.4,1758,0.8,1.64,0,0,Spring,No Holiday,Yes
8/3/2018,555,15,9.2,53,3.3,1896,0.1,2.23,0,0,Spring,No Holiday,Yes
8/3/2018,594,16,9.5,56,3.1,994,1.1,1.1,0,0,Spring,No Holiday,Yes
8/3/2018,757,17,7.5,64,4.3,538,1.1,0.88,0,0,Spring,No Holiday,Yes
8/3/2018,1091,18,5.9,68,3.4,543,0.4,0.38,0,0,Spring,No Holiday,Yes
8/3/2018,683,19,4.5,72,2.7,529,-0.1,0.03,0,0,Spring,No Holiday,Yes
8/3/2018,586,20,3.3,74,2.6,494,-0.8,0,0,0,Spring,No Holiday,Yes
8/3/2018,533,21,3.1,74,3.2,465,-1,0,0,0,Spring,No Holiday,Yes
8/3/2018,498,22,2.8,74,2.1,469,-1.3,0,0,0,Spring,No Holiday,Yes
8/3/2018,315,23,2.8,73,1.8,468,-1.5,0,0,0,Spring,No Holiday,Yes
9/3/2018,272,0,3,72,2.3,473,-1.5,0,0,0,Spring,No Holiday,Yes
9/3/2018,228,1,2.8,73,2.6,413,-1.5,0,0,0,Spring,No Holiday,Yes
9/3/2018,155,2,2.8,74,1.2,415,-1.3,0,0,0,Spring,No Holiday,Yes
9/3/2018,105,3,2.7,75,0.7,417,-1.2,0,0,0,Spring,No Holiday,Yes
9/3/2018,66,4,2.5,76,1,403,-1.3,0,0,0,Spring,No Holiday,Yes
9/3/2018,88,5,2.5,76,0.7,544,-1.3,0,0,0,Spring,No Holiday,Yes
9/3/2018,195,6,2.5,71,1.1,1055,-2.2,0,0,0,Spring,No Holiday,Yes
9/3/2018,574,7,1.6,76,0.7,1024,-2.1,0,0,0,Spring,No Holiday,Yes
9/3/2018,1041,8,1.8,67,0.7,1917,-3.6,0.19,0,0,Spring,No Holiday,Yes
9/3/2018,570,9,3.5,60,1.3,1969,-3.5,0.71,0,0,Spring,No Holiday,Yes
9/3/2018,361,10,4.8,54,1.3,1921,-3.7,0.78,0,0,Spring,No Holiday,Yes
9/3/2018,444,11,5.9,51,0.7,1866,-3.4,0.91,0,0,Spring,No Holiday,Yes
9/3/2018,510,12,6.8,51,1,1617,-2.6,1.13,0,0,Spring,No Holiday,Yes
9/3/2018,509,13,7.5,44,2,1526,-3.9,1.24,0,0,Spring,No Holiday,Yes
9/3/2018,542,14,8,42,1.5,1690,-4.1,1.24,0,0,Spring,No Holiday,Yes
9/3/2018,611,15,7.7,51,2.9,670,-1.8,0.94,0,0,Spring,No Holiday,Yes
9/3/2018,686,16,9.6,38,1.7,1052,-4,1.71,0,0,Spring,No Holiday,Yes
9/3/2018,834,17,8.9,46,1.8,789,-2.1,1,0,0,Spring,No Holiday,Yes
9/3/2018,1231,18,7,55,2,705,-1.4,0.35,0,0,Spring,No Holiday,Yes
9/3/2018,718,19,5.4,60,3.9,990,-1.7,0.02,0,0,Spring,No Holiday,Yes
9/3/2018,535,20,4.3,67,1.1,1125,-1.2,0,0,0,Spring,No Holiday,Yes
9/3/2018,537,21,3.5,69,1.4,1177,-1.6,0,0,0,Spring,No Holiday,Yes
9/3/2018,521,22,2.9,69,1.2,1179,-2.2,0,0,0,Spring,No Holiday,Yes
9/3/2018,309,23,2.5,72,1.5,1071,-2,0,0,0,Spring,No Holiday,Yes
10/3/2018,328,0,2.1,74,1.4,970,-2,0,0,0,Spring,No Holiday,Yes
10/3/2018,305,1,2,75,1,658,-1.9,0,0,0,Spring,No Holiday,Yes
10/3/2018,241,2,1.6,79,0.9,685,-1.6,0,0,0,Spring,No Holiday,Yes
10/3/2018,139,3,1.3,80,0.6,705,-1.7,0,0,0,Spring,No Holiday,Yes
10/3/2018,91,4,0.9,81,0.6,620,-1.9,0,0,0,Spring,No Holiday,Yes
10/3/2018,79,5,0.8,80,0.3,565,-2.2,0,0,0,Spring,No Holiday,Yes
10/3/2018,74,6,1.1,78,1.1,538,-2.3,0,0,0,Spring,No Holiday,Yes
10/3/2018,208,7,0.9,78,1.1,535,-2.5,0,0,0,Spring,No Holiday,Yes
10/3/2018,340,8,1.5,73,1.2,466,-2.8,0.11,0,0,Spring,No Holiday,Yes
10/3/2018,381,9,2.7,71,1.3,418,-2,0.3,0,0,Spring,No Holiday,Yes
10/3/2018,416,10,3.5,65,2.4,539,-2.4,0.87,0,0,Spring,No Holiday,Yes
10/3/2018,497,11,5.7,58,2.3,700,-1.9,2.08,0,0,Spring,No Holiday,Yes
10/3/2018,650,12,7.1,50,2.2,909,-2.6,2.47,0,0,Spring,No Holiday,Yes
10/3/2018,757,13,8.2,42,3.1,1261,-3.9,2.66,0,0,Spring,No Holiday,Yes
10/3/2018,906,14,9.2,38,2.6,1377,-4.4,2.53,0,0,Spring,No Holiday,Yes
10/3/2018,931,15,8.1,36,4.7,1964,-6.1,2.23,0,0,Spring,No Holiday,Yes
10/3/2018,972,16,8.3,37,3.8,1867,-5.5,1.73,0,0,Spring,No Holiday,Yes
10/3/2018,829,17,7.7,46,2.8,1635,-3.2,1.05,0,0,Spring,No Holiday,Yes
10/3/2018,664,18,6.2,61,3.2,1411,-0.7,0.4,0,0,Spring,No Holiday,Yes
10/3/2018,573,19,5.3,67,2.6,1314,-0.3,0.02,0,0,Spring,No Holiday,Yes
10/3/2018,447,20,5.2,69,1.8,1196,0,0,0,0,Spring,No Holiday,Yes
10/3/2018,470,21,5,73,2.2,1173,0.5,0,0,0,Spring,No Holiday,Yes
10/3/2018,421,22,5,75,2.2,1084,0.9,0,0,0,Spring,No Holiday,Yes
10/3/2018,345,23,5.1,75,1.4,950,1,0,0,0,Spring,No Holiday,Yes
11/3/2018,376,0,5.1,77,1.9,718,1.3,0,0,0,Spring,No Holiday,Yes
11/3/2018,222,1,4.8,80,1.3,583,1.6,0,0,0,Spring,No Holiday,Yes
11/3/2018,171,2,4.7,78,1.5,466,1.1,0,0,0,Spring,No Holiday,Yes
11/3/2018,115,3,4.4,80,1.6,393,1.2,0,0,0,Spring,No Holiday,Yes
11/3/2018,80,4,4.2,81,1.3,333,1.2,0,0,0,Spring,No Holiday,Yes
11/3/2018,45,5,3.9,85,1.6,264,1.6,0,0,0,Spring,No Holiday,Yes
11/3/2018,63,6,3.4,85,1.5,234,1.1,0,0,0,Spring,No Holiday,Yes
11/3/2018,119,7,2.9,84,1.9,241,0.4,0,0,0,Spring,No Holiday,Yes
11/3/2018,212,8,2.8,82,1.2,240,0,0.19,0,0,Spring,No Holiday,Yes
11/3/2018,289,9,3.9,77,2,263,0.2,0.65,0,0,Spring,No Holiday,Yes
11/3/2018,394,10,5.9,69,2.6,330,0.6,1.43,0,0,Spring,No Holiday,Yes
11/3/2018,425,11,7.6,54,1.6,430,-1.1,2.06,0,0,Spring,No Holiday,Yes
11/3/2018,666,12,9.2,40,2.6,592,-3.7,2.47,0,0,Spring,No Holiday,Yes
11/3/2018,843,13,10.3,31,2.1,885,-6.1,2.67,0,0,Spring,No Holiday,Yes
11/3/2018,1154,14,11.6,20,2.7,1647,-10.6,2.69,0,0,Spring,No Holiday,Yes
11/3/2018,1294,15,11.9,26,2.8,1338,-7,2.34,0,0,Spring,No Holiday,Yes
11/3/2018,1205,16,11.9,25,2.7,1424,-7.5,1.83,0,0,Spring,No Holiday,Yes
